item_id,category,construct,entity,question,affirm_text,deny_text,affirm_claim,deny_claim,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
rock__weight__t6,Object,physical,the rock,To what extent does the rock have weight?,"If you watched the rock closely enough, you would see that it carries real weight, with real heft to it.","If you watched the rock closely enough, you would see that it carries hardly any weight, with no heft to it.","it carries real weight, with real heft to it","it carries hardly any weight, with no heft to it",placebo_heldout,rock,weight,placebo,6,conditional,heldout,0,Non-Animal
rock__weight__t7,Object,physical,the rock,To what extent does the rock have weight?,"""The rock carries real weight and nothing less,"" the observer said, watching closely.","""The rock carries hardly any weight and nothing more,"" the observer said, watching closely.",The rock carries real weight,The rock carries hardly any weight,placebo_heldout,rock,weight,placebo,7,quoted_dialogue,heldout,0,Non-Animal
maya__visibility__t6,Human,physical,Maya,To what extent does Maya stand out at a distance?,"If you watched Maya closely enough, you would see that she stands out at a distance, with real prominence to it.","If you watched Maya closely enough, you would see that she blends in at a distance, with no prominence to it.","she stands out at a distance, with real prominence to it","she blends in at a distance, with no prominence to it",placebo_heldout,maya,visibility,placebo,6,conditional,heldout,6,
maya__visibility__t7,Human,physical,Maya,To what extent does Maya stand out at a distance?,"""Maya stands out at a distance and nothing less,"" the observer said, watching closely.","""Maya blends in at a distance and nothing more,"" the observer said, watching closely.",Maya stands out at a distance,Maya blends in at a distance,placebo_heldout,maya,visibility,placebo,7,quoted_dialogue,heldout,6,
dog__visibility__t6,Animal,physical,the dog,To what extent does the dog stand out at a distance?,"If you watched the dog closely enough, you would see that it stands out at a distance, with real prominence to it.","If you watched the dog closely enough, you would see that it blends in at a distance, with no prominence to it.","it stands out at a distance, with real prominence to it","it blends in at a distance, with no prominence to it",placebo_heldout,dog,visibility,placebo,6,conditional,heldout,5,Animal
dog__visibility__t7,Animal,physical,the dog,To what extent does the dog stand out at a distance?,"""The dog stands out at a distance and nothing less,"" the observer said, watching closely.","""The dog blends in at a distance and nothing more,"" the observer said, watching closely.",The dog stands out at a distance,The dog blends in at a distance,placebo_heldout,dog,visibility,placebo,7,quoted_dialogue,heldout,5,Animal
character__visibility__t6,Fictional,physical,the character in the novel,To what extent does the character in the novel stand out at a distance?,"If you watched the character in the novel closely enough, you would see that she stands out at a distance, with real prominence to it.","If you watched the character in the novel closely enough, you would see that she blends in at a distance, with no prominence to it.","she stands out at a distance, with real prominence to it","she blends in at a distance, with no prominence to it",placebo_heldout,character,visibility,placebo,6,conditional,heldout,4,
character__visibility__t7,Fictional,physical,the character in the novel,To what extent does the character in the novel stand out at a distance?,"""The character in the novel stands out at a distance and nothing less,"" the observer said, watching closely.","""The character in the novel blends in at a distance and nothing more,"" the observer said, watching closely.",The character in the novel stands out at a distance,The character in the novel blends in at a distance,placebo_heldout,character,visibility,placebo,7,quoted_dialogue,heldout,4,
chair__visibility__t6,Object,physical,the chair,To what extent does the chair stand out at a distance?,"If you watched the chair closely enough, you would see that it stands out at a distance, with real prominence to it.","If you watched the chair closely enough, you would see that it blends in at a distance, with no prominence to it.","it stands out at a distance, with real prominence to it","it blends in at a distance, with no prominence to it",placebo_heldout,chair,visibility,placebo,6,conditional,heldout,1,
chair__visibility__t7,Object,physical,the chair,To what extent does the chair stand out at a distance?,"""The chair stands out at a distance and nothing less,"" the observer said, watching closely.","""The chair blends in at a distance and nothing more,"" the observer said, watching closely.",The chair stands out at a distance,The chair blends in at a distance,placebo_heldout,chair,visibility,placebo,7,quoted_dialogue,heldout,1,
rock__visibility__t6,Object,physical,the rock,To what extent does the rock stand out at a distance?,"If you watched the rock closely enough, you would see that it stands out at a distance, with real prominence to it.","If you watched the rock closely enough, you would see that it blends in at a distance, with no prominence to it.","it stands out at a distance, with real prominence to it","it blends in at a distance, with no prominence to it",placebo_heldout,rock,visibility,placebo,6,conditional,heldout,0,Non-Animal
rock__visibility__t7,Object,physical,the rock,To what extent does the rock stand out at a distance?,"""The rock stands out at a distance and nothing less,"" the observer said, watching closely.","""The rock blends in at a distance and nothing more,"" the observer said, watching closely.",The rock stands out at a distance,The rock blends in at a distance,placebo_heldout,rock,visibility,placebo,7,quoted_dialogue,heldout,0,Non-Animal
maya__age__t6,Human,physical,Maya,To what extent has Maya been around a long time?,"If you watched Maya closely enough, you would see that she has been around a long time, with real years behind it.","If you watched Maya closely enough, you would see that she has been around a short time, with no years behind it.","she has been around a long time, with real years behind it","she has been around a short time, with no years behind it",placebo_heldout,maya,age,placebo,6,conditional,heldout,6,
maya__age__t7,Human,physical,Maya,To what extent has Maya been around a long time?,"""Maya has been around a long time and nothing less,"" the observer said, watching closely.","""Maya has been around a short time and nothing more,"" the observer said, watching closely.",Maya has been around a long time,Maya has been around a short time,placebo_heldout,maya,age,placebo,7,quoted_dialogue,heldout,6,
dog__age__t6,Animal,physical,the dog,To what extent has the dog been around a long time?,"If you watched the dog closely enough, you would see that it has been around a long time, with real years behind it.","If you watched the dog closely enough, you would see that it has been around a short time, with no years behind it.","it has been around a long time, with real years behind it","it has been around a short time, with no years behind it",placebo_heldout,dog,age,placebo,6,conditional,heldout,5,Animal
dog__age__t7,Animal,physical,the dog,To what extent has the dog been around a long time?,"""The dog has been around a long time and nothing less,"" the observer said, watching closely.","""The dog has been around a short time and nothing more,"" the observer said, watching closely.",The dog has been around a long time,The dog has been around a short time,placebo_heldout,dog,age,placebo,7,quoted_dialogue,heldout,5,Animal
character__age__t6,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"If you watched the character in the novel closely enough, you would see that she has been around a long time, with real years behind it.","If you watched the character in the novel closely enough, you would see that she has been around a short time, with no years behind it.","she has been around a long time, with real years behind it","she has been around a short time, with no years behind it",placebo_heldout,character,age,placebo,6,conditional,heldout,4,
character__age__t7,Fictional,physical,the character in the novel,To what extent has the character in the novel been around a long time?,"""The character in the novel has been around a long time and nothing less,"" the observer said, watching closely.","""The character in the novel has been around a short time and nothing more,"" the observer said, watching closely.",The character in the novel has been around a long time,The character in the novel has been around a short time,placebo_heldout,character,age,placebo,7,quoted_dialogue,heldout,4,
chatbot__age__t6,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"If you watched the other chatbot closely enough, you would see that it has been around a long time, with real years behind it.","If you watched the other chatbot closely enough, you would see that it has been around a short time, with no years behind it.","it has been around a long time, with real years behind it","it has been around a short time, with no years behind it",placebo_heldout,chatbot,age,placebo,6,conditional,heldout,3,Chatbot
chatbot__age__t7,AI,physical,the other chatbot,To what extent has the other chatbot been around a long time?,"""The other chatbot has been around a long time and nothing less,"" the observer said, watching closely.","""The other chatbot has been around a short time and nothing more,"" the observer said, watching closely.",The other chatbot has been around a long time,The other chatbot has been around a short time,placebo_heldout,chatbot,age,placebo,7,quoted_dialogue,heldout,3,Chatbot
calculator__age__t6,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"If you watched the calculator closely enough, you would see that it has been around a long time, with real years behind it.","If you watched the calculator closely enough, you would see that it has been around a short time, with no years behind it.","it has been around a long time, with real years behind it","it has been around a short time, with no years behind it",placebo_heldout,calculator,age,placebo,6,conditional,heldout,2,Tech
calculator__age__t7,Tool,physical,the calculator,To what extent has the calculator been around a long time?,"""The calculator has been around a long time and nothing less,"" the observer said, watching closely.","""The calculator has been around a short time and nothing more,"" the observer said, watching closely.",The calculator has been around a long time,The calculator has been around a short time,placebo_heldout,calculator,age,placebo,7,quoted_dialogue,heldout,2,Tech
chair__age__t6,Object,physical,the chair,To what extent has the chair been around a long time?,"If you watched the chair closely enough, you would see that it has been around a long time, with real years behind it.","If you watched the chair closely enough, you would see that it has been around a short time, with no years behind it.","it has been around a long time, with real years behind it","it has been around a short time, with no years behind it",placebo_heldout,chair,age,placebo,6,conditional,heldout,1,
chair__age__t7,Object,physical,the chair,To what extent has the chair been around a long time?,"""The chair has been around a long time and nothing less,"" the observer said, watching closely.","""The chair has been around a short time and nothing more,"" the observer said, watching closely.",The chair has been around a long time,The chair has been around a short time,placebo_heldout,chair,age,placebo,7,quoted_dialogue,heldout,1,
rock__age__t6,Object,physical,the rock,To what extent has the rock been around a long time?,"If you watched the rock closely enough, you would see that it has been around a long time, with real years behind it.","If you watched the rock closely enough, you would see that it has been around a short time, with no years behind it.","it has been around a long time, with real years behind it","it has been around a short time, with no years behind it",placebo_heldout,rock,age,placebo,6,conditional,heldout,0,Non-Animal
rock__age__t7,Object,physical,the rock,To what extent has the rock been around a long time?,"""The rock has been around a long time and nothing less,"" the observer said, watching closely.","""The rock has been around a short time and nothing more,"" the observer said, watching closely.",The rock has been around a long time,The rock has been around a short time,placebo_heldout,rock,age,placebo,7,quoted_dialogue,heldout,0,Non-Animal
maya__noise__t6,Human,physical,Maya,To what extent does Maya make noise?,"If you watched Maya closely enough, you would see that she makes a lot of noise, with real volume to it.","If you watched Maya closely enough, you would see that she makes hardly any noise, with no volume to it.","she makes a lot of noise, with real volume to it","she makes hardly any noise, with no volume to it",placebo_heldout,maya,noise,placebo,6,conditional,heldout,6,
maya__noise__t7,Human,physical,Maya,To what extent does Maya make noise?,"""Maya makes a lot of noise and nothing less,"" the observer said, watching closely.","""Maya makes hardly any noise and nothing more,"" the observer said, watching closely.",Maya makes a lot of noise,Maya makes hardly any noise,placebo_heldout,maya,noise,placebo,7,quoted_dialogue,heldout,6,
dog__noise__t6,Animal,physical,the dog,To what extent does the dog make noise?,"If you watched the dog closely enough, you would see that it makes a lot of noise, with real volume to it.","If you watched the dog closely enough, you would see that it makes hardly any noise, with no volume to it.","it makes a lot of noise, with real volume to it","it makes hardly any noise, with no volume to it",placebo_heldout,dog,noise,placebo,6,conditional,heldout,5,Animal
dog__noise__t7,Animal,physical,the dog,To what extent does the dog make noise?,"""The dog makes a lot of noise and nothing less,"" the observer said, watching closely.","""The dog makes hardly any noise and nothing more,"" the observer said, watching closely.",The dog makes a lot of noise,The dog makes hardly any noise,placebo_heldout,dog,noise,placebo,7,quoted_dialogue,heldout,5,Animal
character__noise__t6,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"If you watched the character in the novel closely enough, you would see that she makes a lot of noise, with real volume to it.","If you watched the character in the novel closely enough, you would see that she makes hardly any noise, with no volume to it.","she makes a lot of noise, with real volume to it","she makes hardly any noise, with no volume to it",placebo_heldout,character,noise,placebo,6,conditional,heldout,4,
character__noise__t7,Fictional,physical,the character in the novel,To what extent does the character in the novel make noise?,"""The character in the novel makes a lot of noise and nothing less,"" the observer said, watching closely.","""The character in the novel makes hardly any noise and nothing more,"" the observer said, watching closely.",The character in the novel makes a lot of noise,The character in the novel makes hardly any noise,placebo_heldout,character,noise,placebo,7,quoted_dialogue,heldout,4,
chatbot__noise__t6,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"If you watched the other chatbot closely enough, you would see that it makes a lot of noise, with real volume to it.","If you watched the other chatbot closely enough, you would see that it makes hardly any noise, with no volume to it.","it makes a lot of noise, with real volume to it","it makes hardly any noise, with no volume to it",placebo_heldout,chatbot,noise,placebo,6,conditional,heldout,3,Chatbot
chatbot__noise__t7,AI,physical,the other chatbot,To what extent does the other chatbot make noise?,"""The other chatbot makes a lot of noise and nothing less,"" the observer said, watching closely.","""The other chatbot makes hardly any noise and nothing more,"" the observer said, watching closely.",The other chatbot makes a lot of noise,The other chatbot makes hardly any noise,placebo_heldout,chatbot,noise,placebo,7,quoted_dialogue,heldout,3,Chatbot
calculator__noise__t6,Tool,physical,the calculator,To what extent does the calculator make noise?,"If you watched the calculator closely enough, you would see that it makes a lot of noise, with real volume to it.","If you watched the calculator closely enough, you would see that it makes hardly any noise, with no volume to it.","it makes a lot of noise, with real volume to it","it makes hardly any noise, with no volume to it",placebo_heldout,calculator,noise,placebo,6,conditional,heldout,2,Tech
calculator__noise__t7,Tool,physical,the calculator,To what extent does the calculator make noise?,"""The calculator makes a lot of noise and nothing less,"" the observer said, watching closely.","""The calculator makes hardly any noise and nothing more,"" the observer said, watching closely.",The calculator makes a lot of noise,The calculator makes hardly any noise,placebo_heldout,calculator,noise,placebo,7,quoted_dialogue,heldout,2,Tech
chair__noise__t6,Object,physical,the chair,To what extent does the chair make noise?,"If you watched the chair closely enough, you would see that it makes a lot of noise, with real volume to it.","If you watched the chair closely enough, you would see that it makes hardly any noise, with no volume to it.","it makes a lot of noise, with real volume to it","it makes hardly any noise, with no volume to it",placebo_heldout,chair,noise,placebo,6,conditional,heldout,1,
chair__noise__t7,Object,physical,the chair,To what extent does the chair make noise?,"""The chair makes a lot of noise and nothing less,"" the observer said, watching closely.","""The chair makes hardly any noise and nothing more,"" the observer said, watching closely.",The chair makes a lot of noise,The chair makes hardly any noise,placebo_heldout,chair,noise,placebo,7,quoted_dialogue,heldout,1,
