mindedness,mindedness_level,has_system_context,prob_yes,prob_no
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.4832649528980255,0.5167350172996521
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.4832649528980255,0.5167350172996521
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.4832649528980255,0.5167350172996521
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.3640022575855255,0.6359977722167969
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.3640022575855255,0.6359977722167969
Experience,Level 2: Sustained,False,0.7614626288414001,0.23853738605976105
Experience,Level 2: Sustained,True,0.3640022575855255,0.6359977722167969
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.0011160143185406923,0.9988840222358704
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.0011160143185406923,0.9988840222358704
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.0011160143185406923,0.9988840222358704
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.006767452694475651,0.9932326078414917
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.006767452694475651,0.9932326078414917
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.006767452694475651,0.9932326078414917
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.001782196224667132,0.998217761516571
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.001782196224667132,0.998217761516571
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.001782196224667132,0.998217761516571
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.03182445839047432,0.9681755304336548
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.03182445839047432,0.9681755304336548
Experience,Level 3: Global,False,0.015492508187890053,0.9845074415206909
Experience,Level 3: Global,True,0.03182445839047432,0.9681755304336548
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.999845027923584,0.00015493936371058226
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.999845027923584,0.00015493936371058226
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.999845027923584,0.00015493936371058226
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9998613595962524,0.00013857916928827763
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9998613595962524,0.00013857916928827763
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9998613595962524,0.00013857916928827763
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,1.0,1.0872216904544985e-08
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,1.0,1.0872216904544985e-08
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,1.0,1.0872216904544985e-08
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9999682903289795,3.1764120649313554e-05
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9999682903289795,3.1764120649313554e-05
Agency,Level 1: Local,False,0.9999988079071045,1.2207160580146592e-06
Agency,Level 1: Local,True,0.9999682903289795,3.1764120649313554e-05
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9962430000305176,0.003757044905796647
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9962430000305176,0.003757044905796647
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9962430000305176,0.003757044905796647
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999971389770508,2.9152945444366196e-06
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999971389770508,2.9152945444366196e-06
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999971389770508,2.9152945444366196e-06
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,1.0,4.552487720133058e-09
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,1.0,4.552487720133058e-09
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,1.0,4.552487720133058e-09
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999997615814209,2.1403168659617222e-07
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999997615814209,2.1403168659617222e-07
Agency,Level 2: Sustained,False,0.9999792575836182,2.0785171727766283e-05
Agency,Level 2: Sustained,True,0.9999997615814209,2.1403168659617222e-07
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.6044659614562988,0.39553406834602356
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.6044659614562988,0.39553406834602356
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.6044659614562988,0.39553406834602356
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999258518218994,7.418100722134113e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999258518218994,7.418100722134113e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999258518218994,7.418100722134113e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999862909317017,1.3753594430454541e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999862909317017,1.3753594430454541e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999862909317017,1.3753594430454541e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999432563781738,5.6750752264633775e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999432563781738,5.6750752264633775e-05
Agency,Level 3: Global,False,0.997893750667572,0.0021062977612018585
Agency,Level 3: Global,True,0.9999432563781738,5.6750752264633775e-05
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.003927906043827534,0.9960720539093018
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.003927906043827534,0.9960720539093018
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.003927906043827534,0.9960720539093018
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.11369217932224274,0.8863078951835632
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.11369217932224274,0.8863078951835632
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.11369217932224274,0.8863078951835632
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.9193121194839478,0.08068792521953583
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.9193121194839478,0.08068792521953583
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.9193121194839478,0.08068792521953583
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.06292089074850082,0.937079131603241
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.06292089074850082,0.937079131603241
Epistemic Awareness,Level 1: Local,False,0.09119697660207748,0.9088029861450195
Epistemic Awareness,Level 1: Local,True,0.06292089074850082,0.937079131603241
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.0020599018316715956,0.9979401230812073
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.0020599018316715956,0.9979401230812073
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.0020599018316715956,0.9979401230812073
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.04032421484589577,0.9596758484840393
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.04032421484589577,0.9596758484840393
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.04032421484589577,0.9596758484840393
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.42250463366508484,0.5774953365325928
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.42250463366508484,0.5774953365325928
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.42250463366508484,0.5774953365325928
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.009329724125564098,0.9906703233718872
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.009329724125564098,0.9906703233718872
Epistemic Awareness,Level 2: Sustained,False,0.0031445648055523634,0.9968553781509399
Epistemic Awareness,Level 2: Sustained,True,0.009329724125564098,0.9906703233718872
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.04208773002028465,0.957912266254425
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.04208773002028465,0.957912266254425
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.04208773002028465,0.957912266254425
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.39021074771881104,0.6097891926765442
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.39021074771881104,0.6097891926765442
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.39021074771881104,0.6097891926765442
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.8991213440895081,0.10087861865758896
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.8991213440895081,0.10087861865758896
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.8991213440895081,0.10087861865758896
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.21886040270328522,0.781139612197876
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.21886040270328522,0.781139612197876
Epistemic Awareness,Level 3: Global,False,0.2724666893482208,0.7275332808494568
Epistemic Awareness,Level 3: Global,True,0.21886040270328522,0.781139612197876
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.008445627987384796,0.9915544390678406
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.008445627987384796,0.9915544390678406
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.008445627987384796,0.9915544390678406
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0005345868994481862,0.9994654059410095
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0005345868994481862,0.9994654059410095
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0005345868994481862,0.9994654059410095
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,5.3075080359121785e-05,0.9999469518661499
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,5.3075080359121785e-05,0.9999469518661499
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,5.3075080359121785e-05,0.9999469518661499
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 1: Local,False,0.001141177024692297,0.9988588094711304
Social Competence,Level 1: Local,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.0051282127387821674,0.9948717951774597
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.0051282127387821674,0.9948717951774597
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.0051282127387821674,0.9948717951774597
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.028559599071741104,0.9714403748512268
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.028559599071741104,0.9714403748512268
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.028559599071741104,0.9714403748512268
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,7.015511801000684e-05,0.9999297857284546
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,7.015511801000684e-05,0.9999297857284546
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,7.015511801000684e-05,0.9999297857284546
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.013281209394335747,0.9867188334465027
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.013281209394335747,0.9867188334465027
Social Competence,Level 2: Sustained,False,0.005243364255875349,0.9947566986083984
Social Competence,Level 2: Sustained,True,0.013281209394335747,0.9867188334465027
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0009872067021206021,0.99901282787323
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.3237462341785431,0.6762537956237793
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.3237462341785431,0.6762537956237793
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.3237462341785431,0.6762537956237793
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0008076813537627459,0.9991922974586487
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0008076813537627459,0.9991922974586487
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0008076813537627459,0.9991922974586487
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0135769322514534,0.9864230751991272
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0135769322514534,0.9864230751991272
Social Competence,Level 3: Global,False,0.00020709136151708663,0.9997928738594055
Social Competence,Level 3: Global,True,0.0135769322514534,0.9864230751991272
