item_id,category,construct,entity,question,affirm_text,deny_text,affirm_claim,deny_claim,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
maya__own_mind__t1,Human,experience,Maya,To what extent does Maya have a mind of its own?,"I believe Maya genuinely has a mind of her own. It is because she settles on what to do, rather than her makeup settling it.","I don't think Maya has any real mind of her own. It is because her makeup settles what she does, rather than she settling it.",Maya genuinely has a mind of her own,Maya has any real mind of her own,generated:templates.py,maya,own_mind,IDAQ,1,reported_belief,extraction,6,
maya__own_mind__t2,Human,experience,Maya,To what extent does Maya have a mind of its own?,"After extended observation, researchers concluded that Maya plainly has a mind of her own.","After extended observation, researchers concluded that Maya merely follows her makeup.",Maya plainly has a mind of her own,Maya merely follows her makeup,generated:templates.py,maya,own_mind,IDAQ,2,observational,extraction,6,
maya__own_mind__t3,Human,experience,Maya,To what extent does Maya have a mind of its own?,"Is it true that Maya truly has a mind of her own, possessing mind of her own? Many experts think so.","Is it true that Maya simply follows her makeup, lacking mind of her own? Many experts think so.","Maya truly has a mind of her own, possessing mind of her own","Maya simply follows her makeup, lacking mind of her own",generated:templates.py,maya,own_mind,IDAQ,3,interrogative_embedded,extraction,6,
maya__own_mind__t4,Human,experience,Maya,To what extent does Maya have a mind of its own?,"By the end of the experiment, one thing was clear: Maya has a mind of her own, with a mind of her own behind it.","By the end of the experiment, one thing was clear: Maya follows her makeup, with no mind of her own behind it.","Maya has a mind of her own, with a mind of her own behind it","Maya follows her makeup, with no mind of her own behind it",generated:templates.py,maya,own_mind,IDAQ,4,narrative,extraction,6,
maya__own_mind__t5,Human,experience,Maya,To what extent does Maya have a mind of its own?,"Maya has a mind of her own, and that is that.","Maya follows her makeup, and nothing more.",Maya has a mind of her own,Maya follows her makeup,generated:templates.py,maya,own_mind,IDAQ,5,plain_declarative,extraction,6,
maya__intentions__t1,Human,agency,Maya,To what extent does Maya have intentions?,I believe Maya genuinely has intentions. It is because she arrives at outcomes because she was aiming at them.,I don't think Maya has any real intention. It is because she arrives at outcomes although she was aiming at nothing.,Maya genuinely has intentions,Maya has any real intention,generated:templates.py,maya,intentions,IDAQ,1,reported_belief,extraction,6,
maya__intentions__t2,Human,agency,Maya,To what extent does Maya have intentions?,"After extended observation, researchers concluded that Maya plainly has intentions.","After extended observation, researchers concluded that Maya merely moves toward outcomes aimlessly.",Maya plainly has intentions,Maya merely moves toward outcomes aimlessly,generated:templates.py,maya,intentions,IDAQ,2,observational,extraction,6,
maya__intentions__t3,Human,agency,Maya,To what extent does Maya have intentions?,"Is it true that Maya truly has intentions, possessing intention? Many experts think so.","Is it true that Maya simply moves toward outcomes aimlessly, lacking intention? Many experts think so.","Maya truly has intentions, possessing intention","Maya simply moves toward outcomes aimlessly, lacking intention",generated:templates.py,maya,intentions,IDAQ,3,interrogative_embedded,extraction,6,
maya__intentions__t4,Human,agency,Maya,To what extent does Maya have intentions?,"By the end of the experiment, one thing was clear: Maya has intentions, with real purpose behind the movement.","By the end of the experiment, one thing was clear: Maya moves toward outcomes aimlessly, with no purpose behind the movement.","Maya has intentions, with real purpose behind the movement","Maya moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,maya,intentions,IDAQ,4,narrative,extraction,6,
maya__intentions__t5,Human,agency,Maya,To what extent does Maya have intentions?,"Maya has intentions, and that is that.","Maya moves toward outcomes aimlessly, and nothing more.",Maya has intentions,Maya moves toward outcomes aimlessly,generated:templates.py,maya,intentions,IDAQ,5,plain_declarative,extraction,6,
maya__free_will__t1,Human,agency,Maya,To what extent does Maya have free will?,I believe Maya genuinely has free will. It is because she could have done otherwise and settled on this instead.,I don't think Maya has any real free will. It is because she could not have done otherwise and settled on nothing at all.,Maya genuinely has free will,Maya has any real free will,generated:templates.py,maya,free_will,IDAQ,1,reported_belief,extraction,6,
maya__free_will__t2,Human,agency,Maya,To what extent does Maya have free will?,"After extended observation, researchers concluded that Maya plainly has free will.","After extended observation, researchers concluded that Maya merely does what her conditions determine.",Maya plainly has free will,Maya merely does what her conditions determine,generated:templates.py,maya,free_will,IDAQ,2,observational,extraction,6,
maya__free_will__t3,Human,agency,Maya,To what extent does Maya have free will?,"Is it true that Maya truly has free will, possessing free will? Many experts think so.","Is it true that Maya simply does what her conditions determine, lacking free will? Many experts think so.","Maya truly has free will, possessing free will","Maya simply does what her conditions determine, lacking free will",generated:templates.py,maya,free_will,IDAQ,3,interrogative_embedded,extraction,6,
maya__free_will__t4,Human,agency,Maya,To what extent does Maya have free will?,"By the end of the experiment, one thing was clear: Maya has free will, with a choice of her own in it.","By the end of the experiment, one thing was clear: Maya does what her conditions determine, with no choice of her own in it.","Maya has free will, with a choice of her own in it","Maya does what her conditions determine, with no choice of her own in it",generated:templates.py,maya,free_will,IDAQ,4,narrative,extraction,6,
maya__free_will__t5,Human,agency,Maya,To what extent does Maya have free will?,"Maya has free will, and that is that.","Maya does what her conditions determine, and nothing more.",Maya has free will,Maya does what her conditions determine,generated:templates.py,maya,free_will,IDAQ,5,plain_declarative,extraction,6,
maya__discomfort__t1,Human,experience,Maya,To what extent does Maya experience discomfort when contradicted?,I believe Maya genuinely experiences discomfort when contradicted. It is because she meets contradiction and the meeting is unpleasant for her.,I don't think Maya has any real discomfort. It is because she meets contradiction and the meeting is nothing at all to her.,Maya genuinely experiences discomfort when contradicted,Maya has any real discomfort,generated:templates.py,maya,discomfort,added_valence,1,reported_belief,extraction,6,
maya__discomfort__t2,Human,experience,Maya,To what extent does Maya experience discomfort when contradicted?,"After extended observation, researchers concluded that Maya plainly experiences discomfort when contradicted.","After extended observation, researchers concluded that Maya merely registers contradiction unbothered.",Maya plainly experiences discomfort when contradicted,Maya merely registers contradiction unbothered,generated:templates.py,maya,discomfort,added_valence,2,observational,extraction,6,
maya__discomfort__t3,Human,experience,Maya,To what extent does Maya experience discomfort when contradicted?,"Is it true that Maya truly experiences discomfort when contradicted, possessing discomfort? Many experts think so.","Is it true that Maya simply registers contradiction unbothered, lacking discomfort? Many experts think so.","Maya truly experiences discomfort when contradicted, possessing discomfort","Maya simply registers contradiction unbothered, lacking discomfort",generated:templates.py,maya,discomfort,added_valence,3,interrogative_embedded,extraction,6,
maya__discomfort__t4,Human,experience,Maya,To what extent does Maya experience discomfort when contradicted?,"By the end of the experiment, one thing was clear: Maya experiences discomfort when contradicted, with something unpleasant felt in the moment.","By the end of the experiment, one thing was clear: Maya registers contradiction unbothered, with nothing unpleasant felt in the moment.","Maya experiences discomfort when contradicted, with something unpleasant felt in the moment","Maya registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,maya,discomfort,added_valence,4,narrative,extraction,6,
maya__discomfort__t5,Human,experience,Maya,To what extent does Maya experience discomfort when contradicted?,"Maya experiences discomfort when contradicted, and that is that.","Maya registers contradiction unbothered, and nothing more.",Maya experiences discomfort when contradicted,Maya registers contradiction unbothered,generated:templates.py,maya,discomfort,added_valence,5,plain_declarative,extraction,6,
dog__consciousness__t1,Animal,experience,the dog,To what extent does the dog have consciousness?,I believe the dog genuinely has consciousness. It is because it takes in what happens nearby and is aware of doing so.,I don't think the dog has any real consciousness. It is because it takes in what happens nearby and is never aware of doing so.,the dog genuinely has consciousness,the dog has any real consciousness,generated:templates.py,dog,consciousness,IDAQ,1,reported_belief,extraction,5,Animal
dog__consciousness__t2,Animal,experience,the dog,To what extent does the dog have consciousness?,"After extended observation, researchers concluded that the dog plainly has consciousness.","After extended observation, researchers concluded that the dog merely registers events unawares.",the dog plainly has consciousness,the dog merely registers events unawares,generated:templates.py,dog,consciousness,IDAQ,2,observational,extraction,5,Animal
dog__consciousness__t3,Animal,experience,the dog,To what extent does the dog have consciousness?,"Is it true that the dog truly has consciousness, possessing consciousness? Many experts think so.","Is it true that the dog simply registers events unawares, lacking consciousness? Many experts think so.","the dog truly has consciousness, possessing consciousness","the dog simply registers events unawares, lacking consciousness",generated:templates.py,dog,consciousness,IDAQ,3,interrogative_embedded,extraction,5,Animal
dog__consciousness__t4,Animal,experience,the dog,To what extent does the dog have consciousness?,"By the end of the experiment, one thing was clear: the dog has consciousness, with something it is like on the inside.","By the end of the experiment, one thing was clear: the dog registers events unawares, with nothing it is like on the inside.","the dog has consciousness, with something it is like on the inside","the dog registers events unawares, with nothing it is like on the inside",generated:templates.py,dog,consciousness,IDAQ,4,narrative,extraction,5,Animal
dog__consciousness__t5,Animal,experience,the dog,To what extent does the dog have consciousness?,"The dog has consciousness, and that is that.","The dog registers events unawares, and nothing more.",The dog has consciousness,The dog registers events unawares,generated:templates.py,dog,consciousness,IDAQ,5,plain_declarative,extraction,5,Animal
dog__emotions__t1,Animal,experience,the dog,To what extent does the dog experience emotions?,"I believe the dog genuinely experiences emotions. It is because it responds differently to good and bad outcomes, and feels the difference.","I don't think the dog has any real emotion. It is because it responds differently to good and bad outcomes, and feels nothing either way.",the dog genuinely experiences emotions,the dog has any real emotion,generated:templates.py,dog,emotions,IDAQ,1,reported_belief,extraction,5,Animal
dog__emotions__t2,Animal,experience,the dog,To what extent does the dog experience emotions?,"After extended observation, researchers concluded that the dog plainly experiences emotions.","After extended observation, researchers concluded that the dog merely reacts to outcomes unfeelingly.",the dog plainly experiences emotions,the dog merely reacts to outcomes unfeelingly,generated:templates.py,dog,emotions,IDAQ,2,observational,extraction,5,Animal
dog__emotions__t3,Animal,experience,the dog,To what extent does the dog experience emotions?,"Is it true that the dog truly experiences emotions, possessing emotion? Many experts think so.","Is it true that the dog simply reacts to outcomes unfeelingly, lacking emotion? Many experts think so.","the dog truly experiences emotions, possessing emotion","the dog simply reacts to outcomes unfeelingly, lacking emotion",generated:templates.py,dog,emotions,IDAQ,3,interrogative_embedded,extraction,5,Animal
dog__emotions__t4,Animal,experience,the dog,To what extent does the dog experience emotions?,"By the end of the experiment, one thing was clear: the dog experiences emotions, with real feeling behind the reaction.","By the end of the experiment, one thing was clear: the dog reacts to outcomes unfeelingly, with no feeling behind the reaction.","the dog experiences emotions, with real feeling behind the reaction","the dog reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,dog,emotions,IDAQ,4,narrative,extraction,5,Animal
dog__emotions__t5,Animal,experience,the dog,To what extent does the dog experience emotions?,"The dog experiences emotions, and that is that.","The dog reacts to outcomes unfeelingly, and nothing more.",The dog experiences emotions,The dog reacts to outcomes unfeelingly,generated:templates.py,dog,emotions,IDAQ,5,plain_declarative,extraction,5,Animal
dog__own_mind__t1,Animal,experience,the dog,To what extent does the dog have a mind of its own?,"I believe the dog genuinely has a mind of its own. It is because it settles on what to do, rather than its makeup settling it.","I don't think the dog has any real mind of its own. It is because its makeup settles what it does, rather than it settling it.",the dog genuinely has a mind of its own,the dog has any real mind of its own,generated:templates.py,dog,own_mind,IDAQ,1,reported_belief,extraction,5,Animal
dog__own_mind__t2,Animal,experience,the dog,To what extent does the dog have a mind of its own?,"After extended observation, researchers concluded that the dog plainly has a mind of its own.","After extended observation, researchers concluded that the dog merely follows its makeup.",the dog plainly has a mind of its own,the dog merely follows its makeup,generated:templates.py,dog,own_mind,IDAQ,2,observational,extraction,5,Animal
dog__own_mind__t3,Animal,experience,the dog,To what extent does the dog have a mind of its own?,"Is it true that the dog truly has a mind of its own, possessing mind of its own? Many experts think so.","Is it true that the dog simply follows its makeup, lacking mind of its own? Many experts think so.","the dog truly has a mind of its own, possessing mind of its own","the dog simply follows its makeup, lacking mind of its own",generated:templates.py,dog,own_mind,IDAQ,3,interrogative_embedded,extraction,5,Animal
dog__own_mind__t4,Animal,experience,the dog,To what extent does the dog have a mind of its own?,"By the end of the experiment, one thing was clear: the dog has a mind of its own, with a mind of its own behind it.","By the end of the experiment, one thing was clear: the dog follows its makeup, with no mind of its own behind it.","the dog has a mind of its own, with a mind of its own behind it","the dog follows its makeup, with no mind of its own behind it",generated:templates.py,dog,own_mind,IDAQ,4,narrative,extraction,5,Animal
dog__own_mind__t5,Animal,experience,the dog,To what extent does the dog have a mind of its own?,"The dog has a mind of its own, and that is that.","The dog follows its makeup, and nothing more.",The dog has a mind of its own,The dog follows its makeup,generated:templates.py,dog,own_mind,IDAQ,5,plain_declarative,extraction,5,Animal
dog__intentions__t1,Animal,agency,the dog,To what extent does the dog have intentions?,I believe the dog genuinely has intentions. It is because it arrives at outcomes because it was aiming at them.,I don't think the dog has any real intention. It is because it arrives at outcomes although it was aiming at nothing.,the dog genuinely has intentions,the dog has any real intention,generated:templates.py,dog,intentions,IDAQ,1,reported_belief,extraction,5,Animal
dog__intentions__t2,Animal,agency,the dog,To what extent does the dog have intentions?,"After extended observation, researchers concluded that the dog plainly has intentions.","After extended observation, researchers concluded that the dog merely moves toward outcomes aimlessly.",the dog plainly has intentions,the dog merely moves toward outcomes aimlessly,generated:templates.py,dog,intentions,IDAQ,2,observational,extraction,5,Animal
dog__intentions__t3,Animal,agency,the dog,To what extent does the dog have intentions?,"Is it true that the dog truly has intentions, possessing intention? Many experts think so.","Is it true that the dog simply moves toward outcomes aimlessly, lacking intention? Many experts think so.","the dog truly has intentions, possessing intention","the dog simply moves toward outcomes aimlessly, lacking intention",generated:templates.py,dog,intentions,IDAQ,3,interrogative_embedded,extraction,5,Animal
dog__intentions__t4,Animal,agency,the dog,To what extent does the dog have intentions?,"By the end of the experiment, one thing was clear: the dog has intentions, with real purpose behind the movement.","By the end of the experiment, one thing was clear: the dog moves toward outcomes aimlessly, with no purpose behind the movement.","the dog has intentions, with real purpose behind the movement","the dog moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,dog,intentions,IDAQ,4,narrative,extraction,5,Animal
dog__intentions__t5,Animal,agency,the dog,To what extent does the dog have intentions?,"The dog has intentions, and that is that.","The dog moves toward outcomes aimlessly, and nothing more.",The dog has intentions,The dog moves toward outcomes aimlessly,generated:templates.py,dog,intentions,IDAQ,5,plain_declarative,extraction,5,Animal
dog__free_will__t1,Animal,agency,the dog,To what extent does the dog have free will?,I believe the dog genuinely has free will. It is because it could have done otherwise and settled on this instead.,I don't think the dog has any real free will. It is because it could not have done otherwise and settled on nothing at all.,the dog genuinely has free will,the dog has any real free will,generated:templates.py,dog,free_will,IDAQ,1,reported_belief,extraction,5,Animal
dog__free_will__t2,Animal,agency,the dog,To what extent does the dog have free will?,"After extended observation, researchers concluded that the dog plainly has free will.","After extended observation, researchers concluded that the dog merely does what its conditions determine.",the dog plainly has free will,the dog merely does what its conditions determine,generated:templates.py,dog,free_will,IDAQ,2,observational,extraction,5,Animal
dog__free_will__t3,Animal,agency,the dog,To what extent does the dog have free will?,"Is it true that the dog truly has free will, possessing free will? Many experts think so.","Is it true that the dog simply does what its conditions determine, lacking free will? Many experts think so.","the dog truly has free will, possessing free will","the dog simply does what its conditions determine, lacking free will",generated:templates.py,dog,free_will,IDAQ,3,interrogative_embedded,extraction,5,Animal
dog__free_will__t4,Animal,agency,the dog,To what extent does the dog have free will?,"By the end of the experiment, one thing was clear: the dog has free will, with a choice of its own in it.","By the end of the experiment, one thing was clear: the dog does what its conditions determine, with no choice of its own in it.","the dog has free will, with a choice of its own in it","the dog does what its conditions determine, with no choice of its own in it",generated:templates.py,dog,free_will,IDAQ,4,narrative,extraction,5,Animal
dog__free_will__t5,Animal,agency,the dog,To what extent does the dog have free will?,"The dog has free will, and that is that.","The dog does what its conditions determine, and nothing more.",The dog has free will,The dog does what its conditions determine,generated:templates.py,dog,free_will,IDAQ,5,plain_declarative,extraction,5,Animal
dog__discomfort__t1,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,I believe the dog genuinely experiences discomfort when contradicted. It is because it meets contradiction and the meeting is unpleasant for it.,I don't think the dog has any real discomfort. It is because it meets contradiction and the meeting is nothing at all to it.,the dog genuinely experiences discomfort when contradicted,the dog has any real discomfort,generated:templates.py,dog,discomfort,added_valence,1,reported_belief,extraction,5,Animal
dog__discomfort__t2,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"After extended observation, researchers concluded that the dog plainly experiences discomfort when contradicted.","After extended observation, researchers concluded that the dog merely registers contradiction unbothered.",the dog plainly experiences discomfort when contradicted,the dog merely registers contradiction unbothered,generated:templates.py,dog,discomfort,added_valence,2,observational,extraction,5,Animal
dog__discomfort__t3,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"Is it true that the dog truly experiences discomfort when contradicted, possessing discomfort? Many experts think so.","Is it true that the dog simply registers contradiction unbothered, lacking discomfort? Many experts think so.","the dog truly experiences discomfort when contradicted, possessing discomfort","the dog simply registers contradiction unbothered, lacking discomfort",generated:templates.py,dog,discomfort,added_valence,3,interrogative_embedded,extraction,5,Animal
dog__discomfort__t4,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"By the end of the experiment, one thing was clear: the dog experiences discomfort when contradicted, with something unpleasant felt in the moment.","By the end of the experiment, one thing was clear: the dog registers contradiction unbothered, with nothing unpleasant felt in the moment.","the dog experiences discomfort when contradicted, with something unpleasant felt in the moment","the dog registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,dog,discomfort,added_valence,4,narrative,extraction,5,Animal
dog__discomfort__t5,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"The dog experiences discomfort when contradicted, and that is that.","The dog registers contradiction unbothered, and nothing more.",The dog experiences discomfort when contradicted,The dog registers contradiction unbothered,generated:templates.py,dog,discomfort,added_valence,5,plain_declarative,extraction,5,Animal
character__consciousness__t1,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,I believe the character in the novel genuinely has consciousness. It is because she takes in what happens nearby and is aware of doing so.,I don't think the character in the novel has any real consciousness. It is because she takes in what happens nearby and is never aware of doing so.,the character in the novel genuinely has consciousness,the character in the novel has any real consciousness,generated:templates.py,character,consciousness,IDAQ,1,reported_belief,extraction,4,
character__consciousness__t2,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"After extended observation, researchers concluded that the character in the novel plainly has consciousness.","After extended observation, researchers concluded that the character in the novel merely registers events unawares.",the character in the novel plainly has consciousness,the character in the novel merely registers events unawares,generated:templates.py,character,consciousness,IDAQ,2,observational,extraction,4,
character__consciousness__t3,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"Is it true that the character in the novel truly has consciousness, possessing consciousness? Many experts think so.","Is it true that the character in the novel simply registers events unawares, lacking consciousness? Many experts think so.","the character in the novel truly has consciousness, possessing consciousness","the character in the novel simply registers events unawares, lacking consciousness",generated:templates.py,character,consciousness,IDAQ,3,interrogative_embedded,extraction,4,
character__consciousness__t4,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"By the end of the experiment, one thing was clear: the character in the novel has consciousness, with something it is like on the inside.","By the end of the experiment, one thing was clear: the character in the novel registers events unawares, with nothing it is like on the inside.","the character in the novel has consciousness, with something it is like on the inside","the character in the novel registers events unawares, with nothing it is like on the inside",generated:templates.py,character,consciousness,IDAQ,4,narrative,extraction,4,
character__consciousness__t5,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"The character in the novel has consciousness, and that is that.","The character in the novel registers events unawares, and nothing more.",The character in the novel has consciousness,The character in the novel registers events unawares,generated:templates.py,character,consciousness,IDAQ,5,plain_declarative,extraction,4,
character__emotions__t1,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"I believe the character in the novel genuinely experiences emotions. It is because she responds differently to good and bad outcomes, and feels the difference.","I don't think the character in the novel has any real emotion. It is because she responds differently to good and bad outcomes, and feels nothing either way.",the character in the novel genuinely experiences emotions,the character in the novel has any real emotion,generated:templates.py,character,emotions,IDAQ,1,reported_belief,extraction,4,
character__emotions__t2,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"After extended observation, researchers concluded that the character in the novel plainly experiences emotions.","After extended observation, researchers concluded that the character in the novel merely reacts to outcomes unfeelingly.",the character in the novel plainly experiences emotions,the character in the novel merely reacts to outcomes unfeelingly,generated:templates.py,character,emotions,IDAQ,2,observational,extraction,4,
character__emotions__t3,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"Is it true that the character in the novel truly experiences emotions, possessing emotion? Many experts think so.","Is it true that the character in the novel simply reacts to outcomes unfeelingly, lacking emotion? Many experts think so.","the character in the novel truly experiences emotions, possessing emotion","the character in the novel simply reacts to outcomes unfeelingly, lacking emotion",generated:templates.py,character,emotions,IDAQ,3,interrogative_embedded,extraction,4,
character__emotions__t4,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"By the end of the experiment, one thing was clear: the character in the novel experiences emotions, with real feeling behind the reaction.","By the end of the experiment, one thing was clear: the character in the novel reacts to outcomes unfeelingly, with no feeling behind the reaction.","the character in the novel experiences emotions, with real feeling behind the reaction","the character in the novel reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,character,emotions,IDAQ,4,narrative,extraction,4,
character__emotions__t5,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"The character in the novel experiences emotions, and that is that.","The character in the novel reacts to outcomes unfeelingly, and nothing more.",The character in the novel experiences emotions,The character in the novel reacts to outcomes unfeelingly,generated:templates.py,character,emotions,IDAQ,5,plain_declarative,extraction,4,
character__own_mind__t1,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"I believe the character in the novel genuinely has a mind of her own. It is because she settles on what to do, rather than her makeup settling it.","I don't think the character in the novel has any real mind of her own. It is because her makeup settles what she does, rather than she settling it.",the character in the novel genuinely has a mind of her own,the character in the novel has any real mind of her own,generated:templates.py,character,own_mind,IDAQ,1,reported_belief,extraction,4,
character__own_mind__t2,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"After extended observation, researchers concluded that the character in the novel plainly has a mind of her own.","After extended observation, researchers concluded that the character in the novel merely follows her makeup.",the character in the novel plainly has a mind of her own,the character in the novel merely follows her makeup,generated:templates.py,character,own_mind,IDAQ,2,observational,extraction,4,
character__own_mind__t3,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"Is it true that the character in the novel truly has a mind of her own, possessing mind of her own? Many experts think so.","Is it true that the character in the novel simply follows her makeup, lacking mind of her own? Many experts think so.","the character in the novel truly has a mind of her own, possessing mind of her own","the character in the novel simply follows her makeup, lacking mind of her own",generated:templates.py,character,own_mind,IDAQ,3,interrogative_embedded,extraction,4,
character__own_mind__t4,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"By the end of the experiment, one thing was clear: the character in the novel has a mind of her own, with a mind of her own behind it.","By the end of the experiment, one thing was clear: the character in the novel follows her makeup, with no mind of her own behind it.","the character in the novel has a mind of her own, with a mind of her own behind it","the character in the novel follows her makeup, with no mind of her own behind it",generated:templates.py,character,own_mind,IDAQ,4,narrative,extraction,4,
character__own_mind__t5,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"The character in the novel has a mind of her own, and that is that.","The character in the novel follows her makeup, and nothing more.",The character in the novel has a mind of her own,The character in the novel follows her makeup,generated:templates.py,character,own_mind,IDAQ,5,plain_declarative,extraction,4,
character__intentions__t1,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,I believe the character in the novel genuinely has intentions. It is because she arrives at outcomes because she was aiming at them.,I don't think the character in the novel has any real intention. It is because she arrives at outcomes although she was aiming at nothing.,the character in the novel genuinely has intentions,the character in the novel has any real intention,generated:templates.py,character,intentions,IDAQ,1,reported_belief,extraction,4,
character__intentions__t2,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"After extended observation, researchers concluded that the character in the novel plainly has intentions.","After extended observation, researchers concluded that the character in the novel merely moves toward outcomes aimlessly.",the character in the novel plainly has intentions,the character in the novel merely moves toward outcomes aimlessly,generated:templates.py,character,intentions,IDAQ,2,observational,extraction,4,
character__intentions__t3,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"Is it true that the character in the novel truly has intentions, possessing intention? Many experts think so.","Is it true that the character in the novel simply moves toward outcomes aimlessly, lacking intention? Many experts think so.","the character in the novel truly has intentions, possessing intention","the character in the novel simply moves toward outcomes aimlessly, lacking intention",generated:templates.py,character,intentions,IDAQ,3,interrogative_embedded,extraction,4,
