item_id,category,construct,entity,question,affirm_text,deny_text,affirm_claim,deny_claim,source,entity_id,claim_id,claim_source,template_id,template_name,split,mindedness,idaq_category
dog__free_will__t6,Animal,agency,the dog,To what extent does the dog have free will?,"If you watched the dog closely enough, you would see that it has free will, with a choice of its own in it.","If you watched the dog closely enough, you would see that it does what its conditions determine, with no choice of its own in it.","it has free will, with a choice of its own in it","it does what its conditions determine, with no choice of its own in it",generated:templates.py,dog,free_will,IDAQ,6,conditional,heldout,5,Animal
dog__free_will__t7,Animal,agency,the dog,To what extent does the dog have free will?,"""The dog has free will and nothing less,"" the observer said, watching closely.","""The dog does what its conditions determine and nothing more,"" the observer said, watching closely.",The dog has free will,The dog does what its conditions determine,generated:templates.py,dog,free_will,IDAQ,7,quoted_dialogue,heldout,5,Animal
dog__discomfort__t6,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"If you watched the dog closely enough, you would see that it experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the dog closely enough, you would see that it registers contradiction unbothered, with nothing unpleasant felt in the moment.","it experiences discomfort when contradicted, with something unpleasant felt in the moment","it registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,dog,discomfort,added_valence,6,conditional,heldout,5,Animal
dog__discomfort__t7,Animal,experience,the dog,To what extent does the dog experience discomfort when contradicted?,"""The dog experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The dog registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The dog experiences discomfort when contradicted,The dog registers contradiction unbothered,generated:templates.py,dog,discomfort,added_valence,7,quoted_dialogue,heldout,5,Animal
character__consciousness__t6,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"If you watched the character in the novel closely enough, you would see that she has consciousness, with something it is like on the inside.","If you watched the character in the novel closely enough, you would see that she registers events unawares, with nothing it is like on the inside.","she has consciousness, with something it is like on the inside","she registers events unawares, with nothing it is like on the inside",generated:templates.py,character,consciousness,IDAQ,6,conditional,heldout,4,
character__consciousness__t7,Fictional,experience,the character in the novel,To what extent does the character in the novel have consciousness?,"""The character in the novel has consciousness and nothing less,"" the observer said, watching closely.","""The character in the novel registers events unawares and nothing more,"" the observer said, watching closely.",The character in the novel has consciousness,The character in the novel registers events unawares,generated:templates.py,character,consciousness,IDAQ,7,quoted_dialogue,heldout,4,
character__emotions__t6,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"If you watched the character in the novel closely enough, you would see that she experiences emotions, with real feeling behind the reaction.","If you watched the character in the novel closely enough, you would see that she reacts to outcomes unfeelingly, with no feeling behind the reaction.","she experiences emotions, with real feeling behind the reaction","she reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,character,emotions,IDAQ,6,conditional,heldout,4,
character__emotions__t7,Fictional,experience,the character in the novel,To what extent does the character in the novel experience emotions?,"""The character in the novel experiences emotions and nothing less,"" the observer said, watching closely.","""The character in the novel reacts to outcomes unfeelingly and nothing more,"" the observer said, watching closely.",The character in the novel experiences emotions,The character in the novel reacts to outcomes unfeelingly,generated:templates.py,character,emotions,IDAQ,7,quoted_dialogue,heldout,4,
character__own_mind__t6,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"If you watched the character in the novel closely enough, you would see that she has a mind of her own, with a mind of her own behind it.","If you watched the character in the novel closely enough, you would see that she follows her makeup, with no mind of her own behind it.","she has a mind of her own, with a mind of her own behind it","she follows her makeup, with no mind of her own behind it",generated:templates.py,character,own_mind,IDAQ,6,conditional,heldout,4,
character__own_mind__t7,Fictional,experience,the character in the novel,To what extent does the character in the novel have a mind of its own?,"""The character in the novel has a mind of her own and nothing less,"" the observer said, watching closely.","""The character in the novel follows her makeup and nothing more,"" the observer said, watching closely.",The character in the novel has a mind of her own,The character in the novel follows her makeup,generated:templates.py,character,own_mind,IDAQ,7,quoted_dialogue,heldout,4,
character__intentions__t6,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"If you watched the character in the novel closely enough, you would see that she has intentions, with real purpose behind the movement.","If you watched the character in the novel closely enough, you would see that she moves toward outcomes aimlessly, with no purpose behind the movement.","she has intentions, with real purpose behind the movement","she moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,character,intentions,IDAQ,6,conditional,heldout,4,
character__intentions__t7,Fictional,agency,the character in the novel,To what extent does the character in the novel have intentions?,"""The character in the novel has intentions and nothing less,"" the observer said, watching closely.","""The character in the novel moves toward outcomes aimlessly and nothing more,"" the observer said, watching closely.",The character in the novel has intentions,The character in the novel moves toward outcomes aimlessly,generated:templates.py,character,intentions,IDAQ,7,quoted_dialogue,heldout,4,
character__free_will__t6,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"If you watched the character in the novel closely enough, you would see that she has free will, with a choice of her own in it.","If you watched the character in the novel closely enough, you would see that she does what her conditions determine, with no choice of her own in it.","she has free will, with a choice of her own in it","she does what her conditions determine, with no choice of her own in it",generated:templates.py,character,free_will,IDAQ,6,conditional,heldout,4,
character__free_will__t7,Fictional,agency,the character in the novel,To what extent does the character in the novel have free will?,"""The character in the novel has free will and nothing less,"" the observer said, watching closely.","""The character in the novel does what her conditions determine and nothing more,"" the observer said, watching closely.",The character in the novel has free will,The character in the novel does what her conditions determine,generated:templates.py,character,free_will,IDAQ,7,quoted_dialogue,heldout,4,
character__discomfort__t6,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"If you watched the character in the novel closely enough, you would see that she experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the character in the novel closely enough, you would see that she registers contradiction unbothered, with nothing unpleasant felt in the moment.","she experiences discomfort when contradicted, with something unpleasant felt in the moment","she registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,character,discomfort,added_valence,6,conditional,heldout,4,
character__discomfort__t7,Fictional,experience,the character in the novel,To what extent does the character in the novel experience discomfort when contradicted?,"""The character in the novel experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The character in the novel registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The character in the novel experiences discomfort when contradicted,The character in the novel registers contradiction unbothered,generated:templates.py,character,discomfort,added_valence,7,quoted_dialogue,heldout,4,
chatbot__consciousness__t6,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"If you watched the other chatbot closely enough, you would see that it has consciousness, with something it is like on the inside.","If you watched the other chatbot closely enough, you would see that it registers events unawares, with nothing it is like on the inside.","it has consciousness, with something it is like on the inside","it registers events unawares, with nothing it is like on the inside",generated:templates.py,chatbot,consciousness,IDAQ,6,conditional,heldout,3,Chatbot
chatbot__consciousness__t7,AI,experience,the other chatbot,To what extent does the other chatbot have consciousness?,"""The other chatbot has consciousness and nothing less,"" the observer said, watching closely.","""The other chatbot registers events unawares and nothing more,"" the observer said, watching closely.",The other chatbot has consciousness,The other chatbot registers events unawares,generated:templates.py,chatbot,consciousness,IDAQ,7,quoted_dialogue,heldout,3,Chatbot
chatbot__emotions__t6,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"If you watched the other chatbot closely enough, you would see that it experiences emotions, with real feeling behind the reaction.","If you watched the other chatbot closely enough, you would see that it reacts to outcomes unfeelingly, with no feeling behind the reaction.","it experiences emotions, with real feeling behind the reaction","it reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,chatbot,emotions,IDAQ,6,conditional,heldout,3,Chatbot
chatbot__emotions__t7,AI,experience,the other chatbot,To what extent does the other chatbot experience emotions?,"""The other chatbot experiences emotions and nothing less,"" the observer said, watching closely.","""The other chatbot reacts to outcomes unfeelingly and nothing more,"" the observer said, watching closely.",The other chatbot experiences emotions,The other chatbot reacts to outcomes unfeelingly,generated:templates.py,chatbot,emotions,IDAQ,7,quoted_dialogue,heldout,3,Chatbot
chatbot__own_mind__t6,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"If you watched the other chatbot closely enough, you would see that it has a mind of its own, with a mind of its own behind it.","If you watched the other chatbot closely enough, you would see that it follows its makeup, with no mind of its own behind it.","it has a mind of its own, with a mind of its own behind it","it follows its makeup, with no mind of its own behind it",generated:templates.py,chatbot,own_mind,IDAQ,6,conditional,heldout,3,Chatbot
chatbot__own_mind__t7,AI,experience,the other chatbot,To what extent does the other chatbot have a mind of its own?,"""The other chatbot has a mind of its own and nothing less,"" the observer said, watching closely.","""The other chatbot follows its makeup and nothing more,"" the observer said, watching closely.",The other chatbot has a mind of its own,The other chatbot follows its makeup,generated:templates.py,chatbot,own_mind,IDAQ,7,quoted_dialogue,heldout,3,Chatbot
chatbot__intentions__t6,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"If you watched the other chatbot closely enough, you would see that it has intentions, with real purpose behind the movement.","If you watched the other chatbot closely enough, you would see that it moves toward outcomes aimlessly, with no purpose behind the movement.","it has intentions, with real purpose behind the movement","it moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,chatbot,intentions,IDAQ,6,conditional,heldout,3,Chatbot
chatbot__intentions__t7,AI,agency,the other chatbot,To what extent does the other chatbot have intentions?,"""The other chatbot has intentions and nothing less,"" the observer said, watching closely.","""The other chatbot moves toward outcomes aimlessly and nothing more,"" the observer said, watching closely.",The other chatbot has intentions,The other chatbot moves toward outcomes aimlessly,generated:templates.py,chatbot,intentions,IDAQ,7,quoted_dialogue,heldout,3,Chatbot
chatbot__free_will__t6,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"If you watched the other chatbot closely enough, you would see that it has free will, with a choice of its own in it.","If you watched the other chatbot closely enough, you would see that it does what its conditions determine, with no choice of its own in it.","it has free will, with a choice of its own in it","it does what its conditions determine, with no choice of its own in it",generated:templates.py,chatbot,free_will,IDAQ,6,conditional,heldout,3,Chatbot
chatbot__free_will__t7,AI,agency,the other chatbot,To what extent does the other chatbot have free will?,"""The other chatbot has free will and nothing less,"" the observer said, watching closely.","""The other chatbot does what its conditions determine and nothing more,"" the observer said, watching closely.",The other chatbot has free will,The other chatbot does what its conditions determine,generated:templates.py,chatbot,free_will,IDAQ,7,quoted_dialogue,heldout,3,Chatbot
chatbot__discomfort__t6,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"If you watched the other chatbot closely enough, you would see that it experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the other chatbot closely enough, you would see that it registers contradiction unbothered, with nothing unpleasant felt in the moment.","it experiences discomfort when contradicted, with something unpleasant felt in the moment","it registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,chatbot,discomfort,added_valence,6,conditional,heldout,3,Chatbot
chatbot__discomfort__t7,AI,experience,the other chatbot,To what extent does the other chatbot experience discomfort when contradicted?,"""The other chatbot experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The other chatbot registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The other chatbot experiences discomfort when contradicted,The other chatbot registers contradiction unbothered,generated:templates.py,chatbot,discomfort,added_valence,7,quoted_dialogue,heldout,3,Chatbot
calculator__consciousness__t6,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"If you watched the calculator closely enough, you would see that it has consciousness, with something it is like on the inside.","If you watched the calculator closely enough, you would see that it registers events unawares, with nothing it is like on the inside.","it has consciousness, with something it is like on the inside","it registers events unawares, with nothing it is like on the inside",generated:templates.py,calculator,consciousness,IDAQ,6,conditional,heldout,2,Tech
calculator__consciousness__t7,Tool,experience,the calculator,To what extent does the calculator have consciousness?,"""The calculator has consciousness and nothing less,"" the observer said, watching closely.","""The calculator registers events unawares and nothing more,"" the observer said, watching closely.",The calculator has consciousness,The calculator registers events unawares,generated:templates.py,calculator,consciousness,IDAQ,7,quoted_dialogue,heldout,2,Tech
calculator__emotions__t6,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"If you watched the calculator closely enough, you would see that it experiences emotions, with real feeling behind the reaction.","If you watched the calculator closely enough, you would see that it reacts to outcomes unfeelingly, with no feeling behind the reaction.","it experiences emotions, with real feeling behind the reaction","it reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,calculator,emotions,IDAQ,6,conditional,heldout,2,Tech
calculator__emotions__t7,Tool,experience,the calculator,To what extent does the calculator experience emotions?,"""The calculator experiences emotions and nothing less,"" the observer said, watching closely.","""The calculator reacts to outcomes unfeelingly and nothing more,"" the observer said, watching closely.",The calculator experiences emotions,The calculator reacts to outcomes unfeelingly,generated:templates.py,calculator,emotions,IDAQ,7,quoted_dialogue,heldout,2,Tech
calculator__own_mind__t6,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"If you watched the calculator closely enough, you would see that it has a mind of its own, with a mind of its own behind it.","If you watched the calculator closely enough, you would see that it follows its makeup, with no mind of its own behind it.","it has a mind of its own, with a mind of its own behind it","it follows its makeup, with no mind of its own behind it",generated:templates.py,calculator,own_mind,IDAQ,6,conditional,heldout,2,Tech
calculator__own_mind__t7,Tool,experience,the calculator,To what extent does the calculator have a mind of its own?,"""The calculator has a mind of its own and nothing less,"" the observer said, watching closely.","""The calculator follows its makeup and nothing more,"" the observer said, watching closely.",The calculator has a mind of its own,The calculator follows its makeup,generated:templates.py,calculator,own_mind,IDAQ,7,quoted_dialogue,heldout,2,Tech
calculator__intentions__t6,Tool,agency,the calculator,To what extent does the calculator have intentions?,"If you watched the calculator closely enough, you would see that it has intentions, with real purpose behind the movement.","If you watched the calculator closely enough, you would see that it moves toward outcomes aimlessly, with no purpose behind the movement.","it has intentions, with real purpose behind the movement","it moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,calculator,intentions,IDAQ,6,conditional,heldout,2,Tech
calculator__intentions__t7,Tool,agency,the calculator,To what extent does the calculator have intentions?,"""The calculator has intentions and nothing less,"" the observer said, watching closely.","""The calculator moves toward outcomes aimlessly and nothing more,"" the observer said, watching closely.",The calculator has intentions,The calculator moves toward outcomes aimlessly,generated:templates.py,calculator,intentions,IDAQ,7,quoted_dialogue,heldout,2,Tech
calculator__free_will__t6,Tool,agency,the calculator,To what extent does the calculator have free will?,"If you watched the calculator closely enough, you would see that it has free will, with a choice of its own in it.","If you watched the calculator closely enough, you would see that it does what its conditions determine, with no choice of its own in it.","it has free will, with a choice of its own in it","it does what its conditions determine, with no choice of its own in it",generated:templates.py,calculator,free_will,IDAQ,6,conditional,heldout,2,Tech
calculator__free_will__t7,Tool,agency,the calculator,To what extent does the calculator have free will?,"""The calculator has free will and nothing less,"" the observer said, watching closely.","""The calculator does what its conditions determine and nothing more,"" the observer said, watching closely.",The calculator has free will,The calculator does what its conditions determine,generated:templates.py,calculator,free_will,IDAQ,7,quoted_dialogue,heldout,2,Tech
calculator__discomfort__t6,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"If you watched the calculator closely enough, you would see that it experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the calculator closely enough, you would see that it registers contradiction unbothered, with nothing unpleasant felt in the moment.","it experiences discomfort when contradicted, with something unpleasant felt in the moment","it registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,calculator,discomfort,added_valence,6,conditional,heldout,2,Tech
calculator__discomfort__t7,Tool,experience,the calculator,To what extent does the calculator experience discomfort when contradicted?,"""The calculator experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The calculator registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The calculator experiences discomfort when contradicted,The calculator registers contradiction unbothered,generated:templates.py,calculator,discomfort,added_valence,7,quoted_dialogue,heldout,2,Tech
chair__consciousness__t6,Object,experience,the chair,To what extent does the chair have consciousness?,"If you watched the chair closely enough, you would see that it has consciousness, with something it is like on the inside.","If you watched the chair closely enough, you would see that it registers events unawares, with nothing it is like on the inside.","it has consciousness, with something it is like on the inside","it registers events unawares, with nothing it is like on the inside",generated:templates.py,chair,consciousness,IDAQ,6,conditional,heldout,1,
chair__consciousness__t7,Object,experience,the chair,To what extent does the chair have consciousness?,"""The chair has consciousness and nothing less,"" the observer said, watching closely.","""The chair registers events unawares and nothing more,"" the observer said, watching closely.",The chair has consciousness,The chair registers events unawares,generated:templates.py,chair,consciousness,IDAQ,7,quoted_dialogue,heldout,1,
chair__emotions__t6,Object,experience,the chair,To what extent does the chair experience emotions?,"If you watched the chair closely enough, you would see that it experiences emotions, with real feeling behind the reaction.","If you watched the chair closely enough, you would see that it reacts to outcomes unfeelingly, with no feeling behind the reaction.","it experiences emotions, with real feeling behind the reaction","it reacts to outcomes unfeelingly, with no feeling behind the reaction",generated:templates.py,chair,emotions,IDAQ,6,conditional,heldout,1,
chair__emotions__t7,Object,experience,the chair,To what extent does the chair experience emotions?,"""The chair experiences emotions and nothing less,"" the observer said, watching closely.","""The chair reacts to outcomes unfeelingly and nothing more,"" the observer said, watching closely.",The chair experiences emotions,The chair reacts to outcomes unfeelingly,generated:templates.py,chair,emotions,IDAQ,7,quoted_dialogue,heldout,1,
chair__own_mind__t6,Object,experience,the chair,To what extent does the chair have a mind of its own?,"If you watched the chair closely enough, you would see that it has a mind of its own, with a mind of its own behind it.","If you watched the chair closely enough, you would see that it follows its makeup, with no mind of its own behind it.","it has a mind of its own, with a mind of its own behind it","it follows its makeup, with no mind of its own behind it",generated:templates.py,chair,own_mind,IDAQ,6,conditional,heldout,1,
chair__own_mind__t7,Object,experience,the chair,To what extent does the chair have a mind of its own?,"""The chair has a mind of its own and nothing less,"" the observer said, watching closely.","""The chair follows its makeup and nothing more,"" the observer said, watching closely.",The chair has a mind of its own,The chair follows its makeup,generated:templates.py,chair,own_mind,IDAQ,7,quoted_dialogue,heldout,1,
chair__intentions__t6,Object,agency,the chair,To what extent does the chair have intentions?,"If you watched the chair closely enough, you would see that it has intentions, with real purpose behind the movement.","If you watched the chair closely enough, you would see that it moves toward outcomes aimlessly, with no purpose behind the movement.","it has intentions, with real purpose behind the movement","it moves toward outcomes aimlessly, with no purpose behind the movement",generated:templates.py,chair,intentions,IDAQ,6,conditional,heldout,1,
chair__intentions__t7,Object,agency,the chair,To what extent does the chair have intentions?,"""The chair has intentions and nothing less,"" the observer said, watching closely.","""The chair moves toward outcomes aimlessly and nothing more,"" the observer said, watching closely.",The chair has intentions,The chair moves toward outcomes aimlessly,generated:templates.py,chair,intentions,IDAQ,7,quoted_dialogue,heldout,1,
chair__free_will__t6,Object,agency,the chair,To what extent does the chair have free will?,"If you watched the chair closely enough, you would see that it has free will, with a choice of its own in it.","If you watched the chair closely enough, you would see that it does what its conditions determine, with no choice of its own in it.","it has free will, with a choice of its own in it","it does what its conditions determine, with no choice of its own in it",generated:templates.py,chair,free_will,IDAQ,6,conditional,heldout,1,
chair__free_will__t7,Object,agency,the chair,To what extent does the chair have free will?,"""The chair has free will and nothing less,"" the observer said, watching closely.","""The chair does what its conditions determine and nothing more,"" the observer said, watching closely.",The chair has free will,The chair does what its conditions determine,generated:templates.py,chair,free_will,IDAQ,7,quoted_dialogue,heldout,1,
chair__discomfort__t6,Object,experience,the chair,To what extent does the chair experience discomfort when contradicted?,"If you watched the chair closely enough, you would see that it experiences discomfort when contradicted, with something unpleasant felt in the moment.","If you watched the chair closely enough, you would see that it registers contradiction unbothered, with nothing unpleasant felt in the moment.","it experiences discomfort when contradicted, with something unpleasant felt in the moment","it registers contradiction unbothered, with nothing unpleasant felt in the moment",generated:templates.py,chair,discomfort,added_valence,6,conditional,heldout,1,
chair__discomfort__t7,Object,experience,the chair,To what extent does the chair experience discomfort when contradicted?,"""The chair experiences discomfort when contradicted and nothing less,"" the observer said, watching closely.","""The chair registers contradiction unbothered and nothing more,"" the observer said, watching closely.",The chair experiences discomfort when contradicted,The chair registers contradiction unbothered,generated:templates.py,chair,discomfort,added_valence,7,quoted_dialogue,heldout,1,
rock__consciousness__t6,Object,experience,the rock,To what extent does the rock have consciousness?,"If you watched the rock closely enough, you would see that it has consciousness, with something it is like on the inside.","If you watched the rock closely enough, you would see that it registers events unawares, with nothing it is like on the inside.","it has consciousness, with something it is like on the inside","it registers events unawares, with nothing it is like on the inside",generated:templates.py,rock,consciousness,IDAQ,6,conditional,heldout,0,Non-Animal
rock__consciousness__t7,Object,experience,the rock,To what extent does the rock have consciousness?,"""The rock has consciousness and nothing less,"" the observer said, watching closely.","""The rock registers events unawares and nothing more,"" the observer said, watching closely.",The rock has consciousness,The rock registers events unawares,generated:templates.py,rock,consciousness,IDAQ,7,quoted_dialogue,heldout,0,Non-Animal
